area_type,availability,location,total_sqft,bath,balcony,price,bhk_size,price_per_sqft
Plot  Area,Ready To Move,Rajaji Nagar,1200.0,1.0,1.0,20000000.0,2,16666.666666666668
Super built-up  Area,Ready To Move,Kanakpura Road,1450.0,3.0,2.0,6500000.0,3,4482.758620689655
Super built-up  Area,18-Mar,Whitefield,1496.0,2.0,1.0,71800000.0,3,47994.65240641711
Super built-up  Area,Ready To Move,Thanisandra,1935.0,4.0,2.0,12200000.0,3,6304.909560723514
Super built-up  Area,Ready To Move,Hosa Road,1016.0,2.0,1.0,4500000.0,2,4429.133858267716
Super built-up  Area,19-Dec,Jakkur,1816.0,3.0,1.0,11900000.0,3,6552.863436123348
Super built-up  Area,19-Dec,Hoodi,2065.5,4.0,0.0,9191500.0,4,4450.012103606875
Super built-up  Area,Ready To Move,Kengeri,1220.0,2.0,2.0,6300000.0,2,5163.934426229508
Plot  Area,Ready To Move,Hosur Road,3000.0,4.0,2.0,16000000.0,4,5333.333333333333
Super built-up  Area,Ready To Move,7th Phase JP Nagar,980.0,2.0,1.0,8600000.0,2,8775.510204081633
Plot  Area,Ready To Move,Nagarbhavi,1200.0,4.0,3.0,21000000.0,4,17500.0
Super built-up  Area,Ready To Move,Hormavu,1250.0,2.0,2.0,6000000.0,2,4800.0
Super built-up  Area,Ready To Move,Jakkur,1424.0,2.0,3.0,8000000.0,2,5617.9775280898875
Built-up  Area,Ready To Move,Hennur Road,1297.0,2.0,1.0,4990000.0,2,3847.3400154202004
Plot  Area,18-Dec,Karuna Nagar,1300.0,3.0,1.0,17000000.0,3,13076.923076923076
Super built-up  Area,Ready To Move,Harlur,1290.0,2.0,1.0,8990000.0,2,6968.992248062015
Super built-up  Area,Ready To Move,Koramangala,1720.0,2.0,1.0,13000000.0,3,7558.139534883721
Super built-up  Area,Ready To Move,Judicial Layout,1200.0,7.0,2.0,19900000.0,7,16583.333333333332
Plot  Area,Ready To Move,Deepanjali Nagar,2320.0,2.0,0.0,16000000.0,3,6896.551724137931
Super built-up  Area,Ready To Move,Nallurhalli,1237.0,3.0,2.0,7800000.0,3,6305.578011317704
Super built-up  Area,Ready To Move,Whitefield,1720.0,3.0,3.0,9897000.0,3,5754.069767441861
Built-up  Area,Ready To Move,Chikkalasandra,1224.0,2.0,2.0,4500000.0,2,3676.470588235294
Super built-up  Area,Ready To Move,Yelahanka,1780.0,3.0,2.0,10700000.0,3,6011.23595505618
Plot  Area,Ready To Move,Seegehalli,4700.0,5.0,3.0,80000000.0,4,17021.27659574468
Super built-up  Area,Ready To Move,Electronics City Phase 1,1800.0,3.0,2.0,9300000.0,3,5166.666666666667
Super built-up  Area,Ready To Move,Budigere,1139.0,2.0,2.0,5650000.0,2,4960.491659350308
Plot  Area,18-May,Pulkeshi Nagar,588.0,1.0,0.0,8820000.0,1,15000.0
Super built-up  Area,22-Dec,2nd Phase Judicial Layout,700.0,2.0,1.0,3500000.0,2,5000.0
Plot  Area,Ready To Move,Kengeri,1150.0,1.0,0.0,5200000.0,1,4521.739130434783
Super built-up  Area,18-Aug,Channasandra,1330.0,2.0,2.0,5183000.0,3,3896.9924812030076
Super built-up  Area,18-Dec,Old Airport Road,2732.0,4.0,3.0,19400000.0,4,7101.024890190337
Super built-up  Area,Ready To Move,Kodigehaali,965.0,2.0,1.0,3800000.0,2,3937.8238341968913
Super built-up  Area,Ready To Move,Whitefield,1600.0,3.0,2.0,9500000.0,3,5937.5
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,1464.0,2.0,2.0,5600000.0,2,3825.136612021858
Super built-up  Area,Ready To Move,Frazer Town,3100.0,3.0,2.0,40000000.0,3,12903.225806451614
Plot  Area,Ready To Move,Kengeri Hobli,1840.0,1.0,0.0,9500000.0,2,5163.04347826087
Super built-up  Area,Ready To Move,Gubbalala,1223.0,3.0,2.0,3914000.0,3,3200.3270645952575
Super built-up  Area,18-Dec,Ramamurthy Nagar,1170.0,2.0,2.0,4400000.0,2,3760.6837606837607
Super built-up  Area,18-Apr,Old Madras Road,3630.0,6.0,1.0,20700000.0,4,5702.479338842975
Super built-up  Area,Ready To Move,Bellandur,950.0,2.0,2.0,3500000.0,2,3684.2105263157896
Super built-up  Area,Ready To Move,Frazer Town,5400.0,3.0,2.0,40000000.0,3,7407.407407407408
Super built-up  Area,Ready To Move,Electronic City,865.0,2.0,1.0,4000000.0,2,4624.277456647399
Plot  Area,Ready To Move,Kirloskar Layout,2400.0,4.0,2.0,8900000.0,4,3708.3333333333335
Built-up  Area,Ready To Move,Lakshminarayana Pura,1169.0,2.0,2.0,7500000.0,2,6415.739948674081
Built-up  Area,Ready To Move,Hormavu,1206.0,2.0,2.0,4000000.0,2,3316.749585406302
Plot  Area,Ready To Move,SARJAPUR BAGALUR ROAD,10961.0,4.0,1.0,8000000.0,4,729.8604141957851
Super built-up  Area,Ready To Move,Lingadheeranahalli,1683.0,3.0,1.0,11000000.0,3,6535.9477124183
Super built-up  Area,18-May,Mico Layout,1250.0,2.0,2.0,4400000.0,3,3520.0
Super built-up  Area,Ready To Move,Green Glen Layout,3150.0,4.0,3.0,21800000.0,4,6920.6349206349205
Plot  Area,Ready To Move,B Y Raveshwara Nagar,1200.0,2.0,1.0,14000000.0,4,11666.666666666666
Carpet  Area,18-Dec,Bhoganhalli,1234.6,3.0,1.0,10400000.0,3,8423.780981694477
Super built-up  Area,21-Jun,Vijayanagar,492.0,1.0,1.0,4000000.0,1,8130.081300813008
Built-up  Area,Ready To Move,Banashankari,600.0,1.0,0.0,2700000.0,2,4500.0
Super built-up  Area,Ready To Move,Kalena Agrahara,1902.0,3.0,2.0,8900000.0,3,4679.2849631966355
Plot  Area,18-May,Kothnur Narayanapura,1200.0,6.0,2.0,12500000.0,6,10416.666666666666
Super built-up  Area,18-Nov,Govindpura,1639.0,3.0,1.0,7789000.0,3,4752.2879804758995
Super built-up  Area,Ready To Move,Kasavanhalli,1214.0,2.0,3.0,6700000.0,2,5518.945634266886
Built-up  Area,Ready To Move,Kadabagere,565.0,2.0,1.0,1500000.0,2,2654.8672566371683
Plot  Area,Ready To Move,Basaveshwara Nagar,2520.0,4.0,1.0,37800000.0,5,15000.0
Super built-up  Area,18-Dec,Harlur,1386.0,2.0,2.0,8500000.0,2,6132.7561327561325
Super built-up  Area,Ready To Move,Bannerghatta Road,1535.0,3.0,3.0,6000000.0,3,3908.7947882736157
Super built-up  Area,Ready To Move,Marathahalli,1720.0,3.0,2.0,17500000.0,3,10174.418604651162
Built-up  Area,18-Mar,Bannerghatta Road,1655.0,3.0,3.0,9000000.0,3,5438.0664652567975
Built-up  Area,Ready To Move,Vidyaranyapura,1200.0,2.0,2.0,5200000.0,2,4333.333333333333
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1610.0,3.0,3.0,6800000.0,3,4223.60248447205
Plot  Area,Ready To Move,Ramamurthy Nagar,2200.0,4.0,2.0,13000000.0,4,5909.090909090909
Super built-up  Area,Ready To Move,Mahalakshmi Layout,1105.0,2.0,1.0,8000000.0,2,7239.819004524887
Plot  Area,Ready To Move,Banjara Layout,753.0,3.0,3.0,5950000.0,2,7901.726427622842
Super built-up  Area,Ready To Move,Whitefield,1655.0,3.0,1.0,10800000.0,3,6525.679758308157
Built-up  Area,Ready To Move,KR Garden,1700.0,3.0,1.0,25000000.0,3,14705.882352941177
Super built-up  Area,Ready To Move,Vishwapriya Layout,770.0,2.0,2.0,3000000.0,2,3896.103896103896
Super built-up  Area,18-May,Balagere,1210.0,2.0,1.0,6900000.0,2,5702.479338842975
Super built-up  Area,Ready To Move,Hormavu,965.0,2.0,2.0,3715000.0,2,3849.740932642487
Super built-up  Area,20-Dec,Kanakpura Road,700.0,1.0,1.0,4100000.0,2,5857.142857142857
Super built-up  Area,Ready To Move,Whitefield,1740.0,3.0,2.0,9500000.0,3,5459.770114942528
Built-up  Area,18-Dec,Electronic City Phase II,1310.0,2.0,1.0,3784000.0000000005,3,2888.549618320611
Super built-up  Area,17-Oct,Sarjapur  Road,1763.25,3.0,3.0,9800000.0,3,5557.918616191691
Super built-up  Area,Ready To Move,Basaveshwara Nagar,1900.0,3.0,3.0,15000000.0,3,7894.736842105263
Plot  Area,Ready To Move,Kammanahalli,1000.0,6.0,3.0,15000000.0,6,15000.0
Super built-up  Area,Ready To Move,JP Nagar,1450.0,2.0,2.0,5500000.0,3,3793.103448275862
Super built-up  Area,Ready To Move,CV Raman Nagar,1836.0,3.0,2.0,14800000.0,3,8061.002178649237
Super built-up  Area,Ready To Move,Hoodi Layout,1160.0,2.0,2.0,7500000.0,2,6465.517241379311
Super built-up  Area,Ready To Move,Hennur Road,1153.0,2.0,1.0,4300000.0,2,3729.4015611448394
Super built-up  Area,Ready To Move,Marathahalli,1285.0,2.0,2.0,5500000.0,2,4280.155642023346
Super built-up  Area,Ready To Move,Rest House Road,2500.0,3.0,2.0,40000000.0,3,16000.0
Super built-up  Area,Ready To Move,Kadubeesanahalli,1257.0,2.0,1.0,10500000.0,2,8353.221957040572
Plot  Area,Ready To Move,Whitefield,1200.0,3.0,1.0,5672000.0,3,4726.666666666667
Carpet  Area,19-Jun,Hormavu,583.0,1.0,0.0,2827500.0,1,4849.91423670669
Super built-up  Area,Ready To Move,Tumkur Road,1240.0,2.0,1.0,7900000.0,3,6370.967741935484
Super built-up  Area,Ready To Move,Basapura,1294.0,2.0,2.0,5200000.0,3,4018.5471406491497
Super built-up  Area,Ready To Move,Nagondanahalli,1095.0,2.0,1.0,4500000.0,2,4109.58904109589
Super built-up  Area,18-Jul,Electronics City Phase 1,1314.0,2.0,2.0,6000000.0,2,4566.2100456621
Super built-up  Area,Ready To Move,Koramangala,1900.0,2.0,1.0,12000000.0,3,6315.789473684211
Super built-up  Area,18-May,KEB Colony,1040.0,2.0,2.0,3684000.0000000005,2,3542.307692307693
Super built-up  Area,Ready To Move,Jakkur,1290.0,2.0,1.0,8500000.0,2,6589.147286821705
Plot  Area,Ready To Move,Kodigehaali,1200.0,4.0,0.0,13000000.0,4,10833.333333333334
Super built-up  Area,Ready To Move,Gollahalli,1325.0,2.0,1.0,4700000.0,3,3547.169811320755
Super built-up  Area,Ready To Move,Hormavu,1129.0,2.0,1.0,4400000.0,2,3897.2542072630645
Super built-up  Area,20-Jan,Balagere,790.5,1.0,0.0,4229500.0,1,5350.411132194813
Built-up  Area,Ready To Move,Hebbal,1075.0,2.0,0.0,5200000.0,2,4837.209302325581
Super built-up  Area,Ready To Move,Green View Layout,1108.0,2.0,1.0,4800000.0,2,4332.129963898917
Built-up  Area,Ready To Move,Ananth Nagar,810.0,2.0,1.0,2550000.0,2,3148.1481481481483
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,1155.0,2.0,1.0,6500000.0,2,5627.705627705628
Super built-up  Area,Ready To Move,Rajaji Nagar,3900.0,6.0,3.0,26000000.0,6,6666.666666666667
Super built-up  Area,Ready To Move,Rajaji Nagar,2367.0,3.0,3.0,37500000.0,3,15842.839036755386
Super built-up  Area,Ready To Move,Sarjapur  Road,1550.0,2.0,2.0,9800000.0,3,6322.580645161291
Super built-up  Area,Ready To Move,Babusapalaya,1100.0,2.0,2.0,3800000.0,2,3454.5454545454545
Super built-up  Area,Ready To Move,Kanakpura Road,1452.0,3.0,3.0,5420000.0,3,3732.7823691460053
Super built-up  Area,Ready To Move,Kothanur,1141.0,2.0,2.0,5400000.0,2,4732.690622261174
Super built-up  Area,Ready To Move,HOSUR RMAIN ROAD,1464.0,3.0,2.0,5600000.0,3,3825.136612021858
Super built-up  Area,Ready To Move,Hanumanth Nagar,1500.0,3.0,3.0,6748999.999999999,3,4499.333333333333
Super built-up  Area,Ready To Move,Anekal,456.0,1.0,1.0,1500000.0,1,3289.4736842105262
Plot  Area,Ready To Move,Ramamurthy Nagar,1200.0,4.0,1.0,12500000.0,4,10416.666666666666
Built-up  Area,Ready To Move,Horamavu Agara,760.0,2.0,2.0,3749000.0,2,4932.894736842105
Plot  Area,Ready To Move,Koramangala,2400.0,6.0,0.0,48000000.0,6,20000.0
Built-up  Area,Ready To Move,Electronic City,800.0,2.0,2.0,3200000.0,2,4000.0
Super built-up  Area,Ready To Move,Choodasandra,1180.0,2.0,1.0,7122000.0,2,6035.593220338983
Carpet  Area,Ready To Move,Kaggadasapura,775.0,2.0,2.0,2950000.0,2,3806.451612903226
Super built-up  Area,Ready To Move,Konappana Agrahara,1060.0,2.0,1.0,4250000.0,2,4009.433962264151
Super built-up  Area,Ready To Move,Cooke Town,3900.0,5.0,2.0,41500000.0,4,10641.02564102564
Super built-up  Area,19-Sep,Yelahanka New Town,1420.0,2.0,1.0,7500000.0,3,5281.69014084507
Super built-up  Area,Ready To Move,Bhoganhalli,2439.0,4.0,3.0,19000000.0,4,7790.077900779008
Plot  Area,Ready To Move,1st Phase JP Nagar,1200.0,4.0,2.0,30000000.0,4,25000.0
Super built-up  Area,19-Dec,Hoodi,1111.0,2.0,1.0,4943000.0,2,4449.1449144914495
Built-up  Area,Ready To Move,Jeevan bima nagar,984.0,2.0,2.0,12500000.0,2,12703.252032520326
Super built-up  Area,Ready To Move,Begur Road,1200.0,2.0,2.0,4200000.0,2,3500.0
Super built-up  Area,18-Oct,Bannerghatta Road,1247.0,2.0,1.0,4739000.0,2,3800.3207698476344
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1050.0,2.0,1.0,7747000.0,2,7378.0952380952385
Super built-up  Area,Ready To Move,Devanahalli,1550.0,3.0,1.0,8500000.0,3,5483.870967741936
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1270.0,2.0,1.0,8000000.0,2,6299.212598425197
Super built-up  Area,18-Apr,Balagere,1012.0,2.0,1.0,6500000.0,2,6422.924901185771
Super built-up  Area,Ready To Move,Electronic City,970.0,2.0,2.0,3400000.0,2,3505.1546391752577
Super built-up  Area,18-Feb,Thanisandra,933.0,2.0,1.0,5500000.0,2,5894.962486602358
Plot  Area,18-Aug,Sarjapur,1200.0,3.0,2.0,7613000.0,3,6344.166666666667
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,1148.0,2.0,2.0,6900000.0,2,6010.452961672474
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1463.0,2.0,1.0,6145000.0,3,4200.273410799727
Super built-up  Area,Ready To Move,Jakkur Plantation,1719.0,3.0,2.0,11000000.0,3,6399.069226294358
Super built-up  Area,19-Dec,Whitefield,1350.0,2.0,1.0,8800000.0,2,6518.518518518518
Built-up  Area,Ready To Move,Kaggadasapura,1250.0,2.0,2.0,4700000.0,3,3760.0
Built-up  Area,Ready To Move,1st Block Jayanagar,1700.0,3.0,2.0,5000000.0,8,2941.176470588235
Plot  Area,Ready To Move,Mahalakshmi Layout,4320.0,7.0,2.0,82100000.0,9,19004.62962962963
Built-up  Area,Ready To Move,Lakshminarayana Pura,1200.0,2.0,1.0,7500000.0,2,6250.0
Built-up  Area,Ready To Move,Whitefield,1030.0,2.0,2.0,4400000.0,2,4271.844660194175
Super built-up  Area,Ready To Move,Rajasree Layout,1420.0,3.0,3.0,7000000.0,3,4929.577464788732
Plot  Area,Ready To Move,Ramagondanahalli,9600.0,6.0,1.0,180000000.0,5,18750.0
Super built-up  Area,19-Jul,Kanakpura Road,1703.0,3.0,2.0,12600000.0,3,7398.7081620669405
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1210.0,2.0,1.0,5000000.0,2,4132.231404958678
Plot  Area,18-Aug,Veer Sandra,3000.0,4.0,3.0,26400000.0,4,8800.0
Super built-up  Area,Ready To Move,Chikkadunnasandra,1398.0,3.0,0.0,5100000.0,3,3648.068669527897
Super built-up  Area,Ready To Move,Nagavarapalya,1335.0,2.0,3.0,11000000.0,2,8239.700374531834
Plot  Area,Ready To Move,Mysore Road,540.0,4.0,2.0,8500000.0,4,15740.74074074074
Super built-up  Area,18-Apr,Babusapalaya,1213.0,2.0,1.0,3636999.9999999995,3,2998.3511953833467
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1240.0,2.0,2.0,4204000.0,2,3390.3225806451615
Super built-up  Area,Ready To Move,Yelahanka,1076.0,2.0,1.0,7800000.0,2,7249.07063197026
Built-up  Area,Ready To Move,3rd Block Hrbr Layout,1320.0,2.0,3.0,9000000.0,2,6818.181818181818
Super built-up  Area,19-Mar,Whitefield,1216.0,2.0,1.0,8000000.0,2,6578.9473684210525
Super built-up  Area,Ready To Move,Thanisandra,1100.0,2.0,2.0,4200000.0,2,3818.181818181818
Super built-up  Area,19-Mar,Thanisandra,1183.0,2.0,1.0,7730000.0,2,6534.234995773458
Super built-up  Area,20-Jan,Balagere,656.0,1.0,1.0,3877000.0000000005,1,5910.0609756097565
Super built-up  Area,19-Dec,Sarjapur  Road,534.0,1.0,1.0,1964999.9999999998,1,3679.775280898876
Super built-up  Area,Ready To Move,Shikaripalya,1285.0,2.0,2.0,4500000.0,3,3501.9455252918287
Super built-up  Area,Ready To Move,Hegde Nagar,2087.01,4.0,2.0,13500000.0,3,6468.584242528785
Built-up  Area,18-Dec,"Off Sarjapur Road, ",1161.0,2.0,1.0,5900000.0,2,5081.82601205857
Built-up  Area,Ready To Move,Begur,1306.0,2.0,3.0,6500000.0,2,4977.029096477795
Super built-up  Area,22-May,Jakkur,2249.81,4.0,2.0,24500000.0,4,10889.808472715475
Built-up  Area,Ready To Move,Tata Nagar,1504.0,3.0,2.0,6700000.0,3,4454.787234042553
Super built-up  Area,18-May,Balagere,645.0,1.0,1.0,3900000.0,1,6046.511627906977
Plot  Area,Ready To Move,Esther Enclave Layout,1230.0,2.0,0.0,6800000.0,2,5528.455284552845
Built-up  Area,Ready To Move,Hebbal,1100.0,2.0,2.0,4200000.0,2,3818.181818181818
Super built-up  Area,Ready To Move,Yelahanka,1000.0,1.0,0.0,1400000.0,1,1400.0
Super built-up  Area,18-Jun,Sadaramangala,1260.0,2.0,1.0,6200000.0,2,4920.6349206349205
Built-up  Area,Ready To Move,Ambalipura,1817.0,3.0,3.0,10200000.0,3,5613.648871766648
Super built-up  Area,19-Jan,Kodihalli,3626.0,5.0,3.0,78500000.0,4,21649.20022062879
Super built-up  Area,18-Apr,Basavangudi,1180.0,2.0,3.0,12400000.0,2,10508.474576271186
Built-up  Area,Ready To Move,KR Puram,1050.0,2.0,2.0,5500000.0,2,5238.0952380952385
Plot  Area,Ready To Move,Whitefield,2900.0,4.0,3.0,22500000.0,4,7758.620689655172
Built-up  Area,Ready To Move,Kasavanhalli,2110.0,4.0,3.0,12000000.0,3,5687.203791469195
Built-up  Area,Ready To Move,Mysore Road,500.0,1.0,1.0,1750000.0,1,3500.0
Super built-up  Area,Ready To Move,Murugeshpalya,1930.0,3.0,3.0,7500000.0,3,3886.0103626943005
Plot  Area,Ready To Move,Harappanahalli,4560.0,5.0,2.0,43000000.0,4,9429.82456140351
Super built-up  Area,Ready To Move,Mahadevpura,1505.0,3.0,2.0,6400000.0,3,4252.491694352159
Plot  Area,Ready To Move,Jayamahal,2400.0,3.0,1.0,75000000.0,4,31250.0
Super built-up  Area,Ready To Move,Ananth Nagar,890.0,2.0,1.0,2700000.0,2,3033.7078651685392
Super built-up  Area,18-Dec,Gunjur Palya,849.0,2.0,2.0,2540000.0,2,2991.7550058892816
Plot  Area,Ready To Move,Chikka Tirupathi,1555.0,3.0,1.0,10000000.0,3,6430.868167202572
Plot  Area,Ready To Move,8th block Koramangala,600.0,2.0,1.0,8500000.0,3,14166.666666666666
Carpet  Area,Ready To Move,KR Puram,1057.0,2.0,2.0,3000000.0,2,2838.2213812677387
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1680.0,3.0,2.0,12200000.0,3,7261.9047619047615
Built-up  Area,Ready To Move,Samethanahalli,799.0,2.0,1.0,3500000.0,2,4380.475594493117
Built-up  Area,Ready To Move,Sarjapur  Road,1450.0,2.0,1.0,7500000.0,3,5172.413793103448
Super built-up  Area,Ready To Move,Kanakpura Road,1135.0,2.0,1.0,5674000.0,2,4999.1189427312775
Super built-up  Area,Ready To Move,HSR Layout,2020.0,3.0,2.0,16000000.0,3,7920.792079207921
Super built-up  Area,Ready To Move,Vinayaka Layout,2700.0,4.0,2.0,17000000.0,5,6296.2962962962965
Super built-up  Area,18-Jan,Hosa Road,1730.0,3.0,2.0,7259999.999999999,3,4196.531791907514
Built-up  Area,Ready To Move,Dasarahalli,1950.0,3.0,2.0,12500000.0,3,6410.25641025641
Super built-up  Area,Ready To Move,Thirumalashettyhally,1077.0,2.0,1.0,3446000.0,2,3199.6285979572885
Super built-up  Area,Ready To Move,Brookefield,1706.0,3.0,2.0,11500000.0,3,6740.914419695194
Built-up  Area,Ready To Move,New Gurappana Palya,3000.0,4.0,0.0,30000000.0,5,10000.0
Super built-up  Area,Ready To Move,Channasandra,1093.0,2.0,1.0,3700000.0,2,3385.1784080512352
Super built-up  Area,Ready To Move,Ambalipura,2750.0,4.0,2.0,14200000.0,4,5163.636363636364
Super built-up  Area,18-Feb,Whitefield,1340.0,2.0,1.0,10100000.0,2,7537.313432835821
Super built-up  Area,18-Nov,Sarjapur  Road,984.0,2.0,1.0,5900000.0,2,5995.934959349594
Super built-up  Area,Ready To Move,AECS Layout,1135.0,2.0,2.0,6800000.0,2,5991.1894273127755
Plot  Area,18-Dec,Bannerghatta Road,2400.0,4.0,1.0,34400000.0,4,14333.333333333334
Super built-up  Area,Ready To Move,Varthur,1155.0,2.0,2.0,3900000.0,2,3376.6233766233768
Super built-up  Area,Ready To Move,Kaggalipura,700.0,1.0,0.0,3500000.0,1,5000.0
Super built-up  Area,Ready To Move,Horamavu Agara,1150.0,2.0,1.0,4200000.0,2,3652.1739130434785
Super built-up  Area,Ready To Move,Hormavu,1385.0,2.0,1.0,6925000.0,3,5000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2061.0,4.0,2.0,17500000.0,3,8491.02377486657
Super built-up  Area,Ready To Move,Kathriguppe,1335.0,2.0,3.0,7343000.000000001,3,5500.374531835207
Super built-up  Area,Ready To Move,Bellandur,1015.0,2.0,1.0,6000000.0,2,5911.330049261083
Built-up  Area,Ready To Move,Banashankari Stage III,3000.0,6.0,2.0,15000000.0,6,5000.0
Super built-up  Area,Ready To Move,Electronic City,1108.0,2.0,1.0,6300000.0,2,5685.9205776173285
Super built-up  Area,Ready To Move,Frazer Town,1180.0,2.0,1.0,10500000.0,2,8898.305084745763
Super built-up  Area,18-Sep,Hennur Road,1445.0,2.0,1.0,8300000.0,3,5743.9446366782
Super built-up  Area,Ready To Move,Vasanthapura,1500.0,2.0,2.0,6500000.0,2,4333.333333333333
Plot  Area,Ready To Move,Ramamurthy Nagar,1569.6,1.0,1.0,4800000.0,1,3058.1039755351685
Super built-up  Area,18-Jun,KR Puram,1085.0,2.0,1.0,4650000.0,2,4285.714285714285
Plot  Area,Ready To Move,Kadugodi,2760.0,4.0,2.0,29000000.0,4,10507.246376811594
Built-up  Area,Ready To Move,Sarjapura - Attibele Road,1330.0,2.0,1.0,4900000.0,3,3684.2105263157896
Plot  Area,18-May,Ramagondanahalli,845.0,2.0,1.0,4582000.0,2,5422.485207100592
Super built-up  Area,Ready To Move,Ambalipura,1303.0,2.0,2.0,8000000.0,2,6139.677666922486
Super built-up  Area,Ready To Move,Banagiri Nagar,1560.0,2.0,2.0,12500000.0,3,8012.820512820513
Super built-up  Area,19-Jan,Chandapura,1110.0,2.0,2.0,2997000.0,3,2700.0
Super built-up  Area,18-May,Doddabanahalli,1290.0,3.0,2.0,4533000.0,3,3513.953488372093
Super built-up  Area,Ready To Move,Bannerghatta Road,1237.5,2.0,0.0,4949000.0,2,3999.191919191919
Super built-up  Area,18-Mar,9th Phase JP Nagar,1780.0,3.0,2.0,8800000.0,3,4943.820224719101
Super built-up  Area,Ready To Move,Budigere,1636.0,3.0,2.0,8300000.0,3,5073.349633251833
Built-up  Area,18-May,Hennur,2557.0,3.0,2.0,17000000.0,4,6648.4161126319905
Built-up  Area,Ready To Move,Sector 2 HSR Layout,1332.0,2.0,2.0,10100000.0,2,7582.582582582582
Super built-up  Area,Ready To Move,Sadashiva Nagar,7500.0,5.0,2.0,150000000.0,5,20000.0
Built-up  Area,Ready To Move,Kodbisanhalli,1012.0,2.0,2.0,5900000.0,2,5830.0395256917
Super built-up  Area,Ready To Move,Kengeri,1192.0,2.0,2.0,5350000.0,2,4488.255033557047
Super built-up  Area,Ready To Move,Uttarahalli,1213.0,2.0,2.0,4800000.0,2,3957.131079967024
Super built-up  Area,Ready To Move,Sarjapur  Road,1489.0,3.0,2.0,8800000.0,3,5910.006715916723
Super built-up  Area,Ready To Move,Sarjapur,1200.0,2.0,2.0,6200000.0,2,5166.666666666667
Super built-up  Area,18-Jul,Electronic City Phase II,1140.0,2.0,2.0,2850000.0,2,2500.0
Super built-up  Area,18-Apr,Devanahalli,1200.0,2.0,1.0,5508000.0,3,4590.0
Super built-up  Area,18-Aug,Ananth Nagar,1200.0,2.0,1.0,3600000.0,2,3000.0
Plot  Area,Ready To Move,Vidyaranyapura,2640.0,6.0,1.0,22500000.0,5,8522.727272727272
Super built-up  Area,Ready To Move,Bannerghatta Road,1650.0,3.0,1.0,9400000.0,3,5696.969696969697
Plot  Area,Ready To Move,Bharathnagar,1245.0,2.0,1.0,12000000.0,2,9638.55421686747
Super built-up  Area,Ready To Move,Ardendale,1224.0,2.0,2.0,6700000.0,2,5473.856209150327
Super built-up  Area,18-Aug,Gunjur,1235.0,2.0,2.0,5276000.0,2,4272.064777327935
Super built-up  Area,Ready To Move,Yelenahalli,1200.0,2.0,2.0,4560000.0,2,3800.0
Built-up  Area,Ready To Move,Yelahanka,1342.0,2.0,2.0,7500000.0,3,5588.673621460507
Plot  Area,Ready To Move,9th Phase JP Nagar,600.0,3.0,2.0,7900000.0,3,13166.666666666666
Built-up  Area,Ready To Move,TC Palaya,1800.0,2.0,2.0,8000000.0,2,4444.444444444444
Plot  Area,Ready To Move,HAL 2nd Stage,2280.0,4.0,2.0,61500000.0,4,26973.684210526317
Plot  Area,Ready To Move,Rajaji Nagar,2440.0,2.0,0.0,41500000.0,4,17008.196721311477
Super built-up  Area,Ready To Move,Abbigere,1130.0,2.0,1.0,4633000.0,2,4100.0
Built-up  Area,Ready To Move,Somasundara Palya,1186.0,2.0,3.0,7200000.0,2,6070.826306913997
Super built-up  Area,Ready To Move,Hennur,1295.0,2.0,1.0,6400000.0,2,4942.084942084942
Super built-up  Area,Ready To Move,Bannerghatta Road,905.0,2.0,1.0,6500000.0,2,7182.32044198895
Super built-up  Area,Ready To Move,Hormavu,1165.0,2.0,1.0,4000000.0,2,3433.4763948497853
Super built-up  Area,19-Jul,Kanakpura Road,1328.0,2.0,2.0,10700000.0,2,8057.22891566265
Super built-up  Area,Ready To Move,Gandhi Bazar,1485.0,2.0,3.0,11000000.0,3,7407.407407407408
Super built-up  Area,Ready To Move,Uttarahalli,1475.0,2.0,3.0,5900000.0,3,4000.0
Super built-up  Area,Ready To Move,Vidyaranyapura,1175.0,2.0,2.0,3500000.0,2,2978.723404255319
Plot  Area,Ready To Move,Vishwanatha Nagenahalli,720.0,4.0,1.0,9500000.0,4,13194.444444444445
Super built-up  Area,20-Nov,Rachenahalli,985.0,2.0,1.0,4997000.0,2,5073.096446700508
Plot  Area,Ready To Move,Koramangala,4000.0,5.0,0.0,80000000.0,5,20000.0
Super built-up  Area,Ready To Move,Hoskote,1395.0,2.0,2.0,6300000.0,3,4516.129032258064
Super built-up  Area,21-Dec,Hoodi,711.0,1.0,0.0,4265000.0,1,5998.5935302391
Super built-up  Area,18-Apr,Electronic City,630.0,1.0,1.0,4050000.0,1,6428.571428571428
Super built-up  Area,Ready To Move,MS Pallya,2400.0,4.0,1.0,8800000.0,4,3666.6666666666665
